OID_,VALUE,MZ,ZONE_NAME,ESP2,ESP_Name,ESP_LF,ESPLF_Name,R,G,B,Red,Green,Blue
,2709,19,Northern Rocky Mountains,1054,Southern Rocky Mountain Ponderosa Pine Woodland,5,Upland Forest,168,56,0,0.658824,0.219608,0
,2710,19,Northern Rocky Mountains,1054,Southern Rocky Mountain Ponderosa Pine Woodland,6,Wetland Shrub-Herb,168,56,0,0.658824,0.219608,0
,2711,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,0,Undetermined,211,255,190,0.827451,1,0.745098
,2712,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,1,Sparsely Vegetated,211,255,190,0.827451,1,0.745098
,2713,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,2,Upland Herb,211,255,190,0.827451,1,0.745098
,2714,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,3,Upland Shrub,211,255,190,0.827451,1,0.745098
,2715,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,4,Upland Woodland,211,255,190,0.827451,1,0.745098
,2716,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,5,Upland Forest,211,255,190,0.827451,1,0.745098
,2717,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,6,Wetland Shrub-Herb,211,255,190,0.827451,1,0.745098
,2718,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,7,Wetland Forest,211,255,190,0.827451,1,0.745098
,2719,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,8,Wetland Shrub,211,255,190,0.827451,1,0.745098
,2720,19,Northern Rocky Mountains,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,9,Wetland Herb,211,255,190,0.827451,1,0.745098
,2721,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,0,Undetermined,56,168,0,0.219608,0.658824,0
,2722,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,1,Sparsely Vegetated,56,168,0,0.219608,0.658824,0
,2723,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,2,Upland Herb,56,168,0,0.219608,0.658824,0
,2724,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,3,Upland Shrub,56,168,0,0.219608,0.658824,0
,2725,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,4,Upland Woodland,56,168,0,0.219608,0.658824,0
,2726,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,5,Upland Forest,56,168,0,0.219608,0.658824,0
,2727,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,6,Wetland Shrub-Herb,56,168,0,0.219608,0.658824,0
,2728,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,7,Wetland Forest,56,168,0,0.219608,0.658824,0
,2729,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,8,Wetland Shrub,56,168,0,0.219608,0.658824,0
,2730,19,Northern Rocky Mountains,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,9,Wetland Herb,56,168,0,0.219608,0.658824,0
,2731,19,Northern Rocky Mountains,1061,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,3,Upland Shrub,230,230,0,0.901961,0.901961,0
,2732,19,Northern Rocky Mountains,1061,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,5,Upland Forest,230,230,0,0.901961,0.901961,0
,2733,19,Northern Rocky Mountains,1061,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,7,Wetland Forest,230,230,0,0.901961,0.901961,0
,2734,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,0,Undetermined,191,19,230,0.74902,0.07451,0.901961
,2735,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,1,Sparsely Vegetated,191,19,230,0.74902,0.07451,0.901961
,2736,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,2,Upland Herb,191,19,230,0.74902,0.07451,0.901961
,2737,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,3,Upland Shrub,191,19,230,0.74902,0.07451,0.901961
,2738,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,4,Upland Woodland,191,19,230,0.74902,0.07451,0.901961
,2739,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,5,Upland Forest,191,19,230,0.74902,0.07451,0.901961
,2740,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,6,Wetland Shrub-Herb,191,19,230,0.74902,0.07451,0.901961
,2741,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,7,Wetland Forest,191,19,230,0.74902,0.07451,0.901961
,2742,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,8,Wetland Shrub,191,19,230,0.74902,0.07451,0.901961
,2743,19,Northern Rocky Mountains,1062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,9,Wetland Herb,191,19,230,0.74902,0.07451,0.901961
,2744,19,Northern Rocky Mountains,1070,Rocky Mountain Alpine Dwarf-Shrubland,1,Sparsely Vegetated,19,118,92,0.07451,0.462745,0.360784
,2745,19,Northern Rocky Mountains,1070,Rocky Mountain Alpine Dwarf-Shrubland,2,Upland Herb,19,118,92,0.07451,0.462745,0.360784
,2746,19,Northern Rocky Mountains,1070,Rocky Mountain Alpine Dwarf-Shrubland,3,Upland Shrub,19,118,92,0.07451,0.462745,0.360784
,2747,19,Northern Rocky Mountains,1070,Rocky Mountain Alpine Dwarf-Shrubland,4,Upland Woodland,19,118,92,0.07451,0.462745,0.360784
,2748,19,Northern Rocky Mountains,1070,Rocky Mountain Alpine Dwarf-Shrubland,5,Upland Forest,19,118,92,0.07451,0.462745,0.360784
,2749,19,Northern Rocky Mountains,1070,Rocky Mountain Alpine Dwarf-Shrubland,9,Wetland Herb,19,118,92,0.07451,0.462745,0.360784
,2750,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,0,Undetermined,255,190,232,1,0.745098,0.909804
,2751,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,1,Sparsely Vegetated,255,190,232,1,0.745098,0.909804
,2752,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,2,Upland Herb,255,190,232,1,0.745098,0.909804
,2753,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,3,Upland Shrub,255,190,232,1,0.745098,0.909804
,2754,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,4,Upland Woodland,255,190,232,1,0.745098,0.909804
,2755,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,5,Upland Forest,255,190,232,1,0.745098,0.909804
,2756,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,6,Wetland Shrub-Herb,255,190,232,1,0.745098,0.909804
,2757,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,7,Wetland Forest,255,190,232,1,0.745098,0.909804
,2758,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,8,Wetland Shrub,255,190,232,1,0.745098,0.909804
,2759,19,Northern Rocky Mountains,1080,Inter-Mountain Basins Big Sagebrush Shrubland,9,Wetland Herb,255,190,232,1,0.745098,0.909804
,2760,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,0,Undetermined,245,202,122,0.960784,0.792157,0.478431
,2761,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,1,Sparsely Vegetated,245,202,122,0.960784,0.792157,0.478431
,2762,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,2,Upland Herb,245,202,122,0.960784,0.792157,0.478431
,2763,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,3,Upland Shrub,245,202,122,0.960784,0.792157,0.478431
,2764,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,4,Upland Woodland,245,202,122,0.960784,0.792157,0.478431
,2765,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,5,Upland Forest,245,202,122,0.960784,0.792157,0.478431
,2766,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,6,Wetland Shrub-Herb,245,202,122,0.960784,0.792157,0.478431
,2767,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,7,Wetland Forest,245,202,122,0.960784,0.792157,0.478431
,2768,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,8,Wetland Shrub,245,202,122,0.960784,0.792157,0.478431
,2769,19,Northern Rocky Mountains,1081,Inter-Mountain Basins Mixed Salt Desert Scrub,9,Wetland Herb,245,202,122,0.960784,0.792157,0.478431
,2770,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,0,Undetermined,168,0,132,0.658824,0,0.517647
,2771,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,1,Sparsely Vegetated,168,0,132,0.658824,0,0.517647
,2772,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,2,Upland Herb,168,0,132,0.658824,0,0.517647
,2773,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,3,Upland Shrub,168,0,132,0.658824,0,0.517647
,2774,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,4,Upland Woodland,168,0,132,0.658824,0,0.517647
,2775,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,5,Upland Forest,168,0,132,0.658824,0,0.517647
,2776,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,6,Wetland Shrub-Herb,168,0,132,0.658824,0,0.517647
,2777,19,Northern Rocky Mountains,1085,Northwestern Great Plains Shrubland,9,Wetland Herb,168,0,132,0.658824,0,0.517647
,2778,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,0,Undetermined,137,68,80,0.537255,0.266667,0.313726
,2779,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,1,Sparsely Vegetated,137,68,80,0.537255,0.266667,0.313726
,2780,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,2,Upland Herb,137,68,80,0.537255,0.266667,0.313726
,2781,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,3,Upland Shrub,137,68,80,0.537255,0.266667,0.313726
,2782,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,4,Upland Woodland,137,68,80,0.537255,0.266667,0.313726
,2783,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,5,Upland Forest,137,68,80,0.537255,0.266667,0.313726
,2784,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,6,Wetland Shrub-Herb,137,68,80,0.537255,0.266667,0.313726
,2785,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,7,Wetland Forest,137,68,80,0.537255,0.266667,0.313726
,2786,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,8,Wetland Shrub,137,68,80,0.537255,0.266667,0.313726
,2787,19,Northern Rocky Mountains,1106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,9,Wetland Herb,137,68,80,0.537255,0.266667,0.313726
,2788,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,0,Undetermined,137,112,68,0.537255,0.439216,0.266667
,2789,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,1,Sparsely Vegetated,137,112,68,0.537255,0.439216,0.266667
,2790,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,2,Upland Herb,137,112,68,0.537255,0.439216,0.266667
,2791,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,3,Upland Shrub,137,112,68,0.537255,0.439216,0.266667
,2792,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,4,Upland Woodland,137,112,68,0.537255,0.439216,0.266667
,2793,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,5,Upland Forest,137,112,68,0.537255,0.439216,0.266667
,2794,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,6,Wetland Shrub-Herb,137,112,68,0.537255,0.439216,0.266667
,2795,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,7,Wetland Forest,137,112,68,0.537255,0.439216,0.266667
,2796,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,8,Wetland Shrub,137,112,68,0.537255,0.439216,0.266667
,2797,19,Northern Rocky Mountains,1115,Inter-Mountain Basins Juniper Savanna,9,Wetland Herb,137,112,68,0.537255,0.439216,0.266667
,2798,19,Northern Rocky Mountains,1123,Columbia Plateau Steppe and Grassland,2,Upland Herb,235,218,234,0.921569,0.854902,0.917647
,2799,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,0,Undetermined,132,140,173,0.517647,0.54902,0.678431
,2800,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,1,Sparsely Vegetated,132,140,173,0.517647,0.54902,0.678431
,2801,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,2,Upland Herb,132,140,173,0.517647,0.54902,0.678431
,2802,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,3,Upland Shrub,132,140,173,0.517647,0.54902,0.678431
,2803,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,4,Upland Woodland,132,140,173,0.517647,0.54902,0.678431
,2804,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,5,Upland Forest,132,140,173,0.517647,0.54902,0.678431
,2805,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,6,Wetland Shrub-Herb,132,140,173,0.517647,0.54902,0.678431
,2806,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,7,Wetland Forest,132,140,173,0.517647,0.54902,0.678431
,2807,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,8,Wetland Shrub,132,140,173,0.517647,0.54902,0.678431
,2808,19,Northern Rocky Mountains,1124,Columbia Plateau Low Sagebrush Steppe,9,Wetland Herb,132,140,173,0.517647,0.54902,0.678431
,2809,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,0,Undetermined,255,115,223,1,0.45098,0.87451
,2810,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,1,Sparsely Vegetated,255,115,223,1,0.45098,0.87451
,2811,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,2,Upland Herb,255,115,223,1,0.45098,0.87451
,2812,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,3,Upland Shrub,255,115,223,1,0.45098,0.87451
,2813,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,4,Upland Woodland,255,115,223,1,0.45098,0.87451
,2814,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,5,Upland Forest,255,115,223,1,0.45098,0.87451
,2815,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,6,Wetland Shrub-Herb,255,115,223,1,0.45098,0.87451
,2816,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,7,Wetland Forest,255,115,223,1,0.45098,0.87451
,2817,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,8,Wetland Shrub,255,115,223,1,0.45098,0.87451
,2818,19,Northern Rocky Mountains,1125,Inter-Mountain Basins Big Sagebrush Steppe,9,Wetland Herb,255,115,223,1,0.45098,0.87451
,2819,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,0,Undetermined,230,0,169,0.901961,0,0.662745
,2820,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,1,Sparsely Vegetated,230,0,169,0.901961,0,0.662745
,2821,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,2,Upland Herb,230,0,169,0.901961,0,0.662745
,2822,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,3,Upland Shrub,230,0,169,0.901961,0,0.662745
,2823,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,4,Upland Woodland,230,0,169,0.901961,0,0.662745
,2824,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,5,Upland Forest,230,0,169,0.901961,0,0.662745
,2825,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,6,Wetland Shrub-Herb,230,0,169,0.901961,0,0.662745
,2826,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,7,Wetland Forest,230,0,169,0.901961,0,0.662745
,2827,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,8,Wetland Shrub,230,0,169,0.901961,0,0.662745
,2828,19,Northern Rocky Mountains,1126,Inter-Mountain Basins Montane Sagebrush Steppe,9,Wetland Herb,230,0,169,0.901961,0,0.662745
,2829,19,Northern Rocky Mountains,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,0,Undetermined,194,158,215,0.760784,0.619608,0.843137
,2830,19,Northern Rocky Mountains,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,2,Upland Herb,194,158,215,0.760784,0.619608,0.843137
,2831,19,Northern Rocky Mountains,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,3,Upland Shrub,194,158,215,0.760784,0.619608,0.843137
,2832,19,Northern Rocky Mountains,1127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,9,Wetland Herb,194,158,215,0.760784,0.619608,0.843137
,2833,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,0,Undetermined,171,205,102,0.670588,0.803922,0.4
,2834,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,1,Sparsely Vegetated,171,205,102,0.670588,0.803922,0.4
,2835,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,2,Upland Herb,171,205,102,0.670588,0.803922,0.4
,2836,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,3,Upland Shrub,171,205,102,0.670588,0.803922,0.4
,2837,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,4,Upland Woodland,171,205,102,0.670588,0.803922,0.4
,2838,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,5,Upland Forest,171,205,102,0.670588,0.803922,0.4
,2839,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,6,Wetland Shrub-Herb,171,205,102,0.670588,0.803922,0.4
,2840,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,7,Wetland Forest,171,205,102,0.670588,0.803922,0.4
,2841,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,8,Wetland Shrub,171,205,102,0.670588,0.803922,0.4
,2842,19,Northern Rocky Mountains,1139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,9,Wetland Herb,171,205,102,0.670588,0.803922,0.4
,2843,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,0,Undetermined,167,205,195,0.654902,0.803922,0.764706
,2844,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,1,Sparsely Vegetated,167,205,195,0.654902,0.803922,0.764706
,2845,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,2,Upland Herb,167,205,195,0.654902,0.803922,0.764706
,2846,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,3,Upland Shrub,167,205,195,0.654902,0.803922,0.764706
,2847,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,4,Upland Woodland,167,205,195,0.654902,0.803922,0.764706
,2848,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,5,Upland Forest,167,205,195,0.654902,0.803922,0.764706
,2849,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,6,Wetland Shrub-Herb,167,205,195,0.654902,0.803922,0.764706
,2850,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,7,Wetland Forest,167,205,195,0.654902,0.803922,0.764706
,2851,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,8,Wetland Shrub,167,205,195,0.654902,0.803922,0.764706
,2852,19,Northern Rocky Mountains,1140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,9,Wetland Herb,167,205,195,0.654902,0.803922,0.764706
,2853,19,Northern Rocky Mountains,1141,Northwestern Great Plains Mixedgrass Prairie,0,Undetermined,215,255,232,0.843137,1,0.909804
,2854,19,Northern Rocky Mountains,1141,Northwestern Great Plains Mixedgrass Prairie,2,Upland Herb,215,255,232,0.843137,1,0.909804
,2855,19,Northern Rocky Mountains,1141,Northwestern Great Plains Mixedgrass Prairie,3,Upland Shrub,215,255,232,0.843137,1,0.909804
,2856,19,Northern Rocky Mountains,1141,Northwestern Great Plains Mixedgrass Prairie,9,Wetland Herb,215,255,232,0.843137,1,0.909804
,2857,19,Northern Rocky Mountains,1143,Rocky Mountain Alpine Fell-Field,1,Sparsely Vegetated,130,130,130,0.509804,0.509804,0.509804
,2858,19,Northern Rocky Mountains,1143,Rocky Mountain Alpine Fell-Field,5,Upland Forest,130,130,130,0.509804,0.509804,0.509804
,2859,19,Northern Rocky Mountains,1143,Rocky Mountain Alpine Fell-Field,9,Wetland Herb,130,130,130,0.509804,0.509804,0.509804
,2860,19,Northern Rocky Mountains,1144,Rocky Mountain Alpine Turf,1,Sparsely Vegetated,93,43,29,0.364706,0.168627,0.113725
,2861,19,Northern Rocky Mountains,1144,Rocky Mountain Alpine Turf,3,Upland Shrub,93,43,29,0.364706,0.168627,0.113725
,2862,19,Northern Rocky Mountains,1144,Rocky Mountain Alpine Turf,4,Upland Woodland,93,43,29,0.364706,0.168627,0.113725
,2863,19,Northern Rocky Mountains,1144,Rocky Mountain Alpine Turf,5,Upland Forest,93,43,29,0.364706,0.168627,0.113725
,2864,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,0,Undetermined,0,197,255,0,0.772549,1
,2865,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,1,Sparsely Vegetated,0,197,255,0,0.772549,1
,2866,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,2,Upland Herb,0,197,255,0,0.772549,1
,2867,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,3,Upland Shrub,0,197,255,0,0.772549,1
,2868,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,4,Upland Woodland,0,197,255,0,0.772549,1
,2869,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,5,Upland Forest,0,197,255,0,0.772549,1
,2870,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,6,Wetland Shrub-Herb,0,197,255,0,0.772549,1
,2871,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,7,Wetland Forest,0,197,255,0,0.772549,1
,2872,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,8,Wetland Shrub,0,197,255,0,0.772549,1
,2873,19,Northern Rocky Mountains,1145,Rocky Mountain Subalpine-Montane Mesic Meadow,9,Wetland Herb,0,197,255,0,0.772549,1
,2874,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,0,Undetermined,225,225,225,0.882353,0.882353,0.882353
,2875,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,1,Sparsely Vegetated,225,225,225,0.882353,0.882353,0.882353
,2876,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,2,Upland Herb,225,225,225,0.882353,0.882353,0.882353
,2877,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,3,Upland Shrub,225,225,225,0.882353,0.882353,0.882353
,2878,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,4,Upland Woodland,225,225,225,0.882353,0.882353,0.882353
,2879,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,5,Upland Forest,225,225,225,0.882353,0.882353,0.882353
,2880,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,6,Wetland Shrub-Herb,225,225,225,0.882353,0.882353,0.882353
,2881,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,7,Wetland Forest,225,225,225,0.882353,0.882353,0.882353
,2882,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,8,Wetland Shrub,225,225,225,0.882353,0.882353,0.882353
,2883,19,Northern Rocky Mountains,1153,Inter-Mountain Basins Greasewood Flat,9,Wetland Herb,225,225,225,0.882353,0.882353,0.882353
,2884,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,0,Undetermined,154,156,117,0.603922,0.611765,0.458824
,2885,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,1,Sparsely Vegetated,154,156,117,0.603922,0.611765,0.458824
,2886,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,2,Upland Herb,154,156,117,0.603922,0.611765,0.458824
,2887,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,3,Upland Shrub,154,156,117,0.603922,0.611765,0.458824
,2888,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,4,Upland Woodland,154,156,117,0.603922,0.611765,0.458824
