OID_,VALUE,MZ,ZONE_NAME,ESP2,ESP_Name,ESP_LF,ESPLF_Name,R,G,B,Red,Green,Blue
,2889,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,5,Upland Forest,154,156,117,0.603922,0.611765,0.458824
,2890,19,Northern Rocky Mountains,1154,Inter-Mountain Basins Montane Riparian Systems,9,Wetland Herb,154,156,117,0.603922,0.611765,0.458824
,2891,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,0,Undetermined,123,124,93,0.482353,0.486275,0.364706
,2892,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,1,Sparsely Vegetated,123,124,93,0.482353,0.486275,0.364706
,2893,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,2,Upland Herb,123,124,93,0.482353,0.486275,0.364706
,2894,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,3,Upland Shrub,123,124,93,0.482353,0.486275,0.364706
,2895,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,4,Upland Woodland,123,124,93,0.482353,0.486275,0.364706
,2896,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,5,Upland Forest,123,124,93,0.482353,0.486275,0.364706
,2897,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,6,Wetland Shrub-Herb,123,124,93,0.482353,0.486275,0.364706
,2898,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,7,Wetland Forest,123,124,93,0.482353,0.486275,0.364706
,2899,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,8,Wetland Shrub,123,124,93,0.482353,0.486275,0.364706
,2900,19,Northern Rocky Mountains,1159,Rocky Mountain Montane Riparian Systems,9,Wetland Herb,123,124,93,0.482353,0.486275,0.364706
,2901,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,0,Undetermined,49,165,167,0.192157,0.647059,0.654902
,2902,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,1,Sparsely Vegetated,49,165,167,0.192157,0.647059,0.654902
,2903,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,2,Upland Herb,49,165,167,0.192157,0.647059,0.654902
,2904,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,3,Upland Shrub,49,165,167,0.192157,0.647059,0.654902
,2905,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,4,Upland Woodland,49,165,167,0.192157,0.647059,0.654902
,2906,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,5,Upland Forest,49,165,167,0.192157,0.647059,0.654902
,2907,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,6,Wetland Shrub-Herb,49,165,167,0.192157,0.647059,0.654902
,2908,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,7,Wetland Forest,49,165,167,0.192157,0.647059,0.654902
,2909,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,8,Wetland Shrub,49,165,167,0.192157,0.647059,0.654902
,2910,19,Northern Rocky Mountains,1160,Rocky Mountain Subalpine/Upper Montane Riparian Systems,9,Wetland Herb,49,165,167,0.192157,0.647059,0.654902
,2911,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,0,Undetermined,68,79,137,0.266667,0.309804,0.537255
,2912,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,1,Sparsely Vegetated,68,79,137,0.266667,0.309804,0.537255
,2913,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,2,Upland Herb,68,79,137,0.266667,0.309804,0.537255
,2914,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,3,Upland Shrub,68,79,137,0.266667,0.309804,0.537255
,2915,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,4,Upland Woodland,68,79,137,0.266667,0.309804,0.537255
,2916,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,5,Upland Forest,68,79,137,0.266667,0.309804,0.537255
,2917,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,6,Wetland Shrub-Herb,68,79,137,0.266667,0.309804,0.537255
,2918,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,7,Wetland Forest,68,79,137,0.266667,0.309804,0.537255
,2919,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,8,Wetland Shrub,68,79,137,0.266667,0.309804,0.537255
,2920,19,Northern Rocky Mountains,1161,Northern Rocky Mountain Conifer Swamp,9,Wetland Herb,68,79,137,0.266667,0.309804,0.537255
,2921,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,0,Undetermined,102,153,205,0.4,0.6,0.803922
,2922,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,2,Upland Herb,102,153,205,0.4,0.6,0.803922
,2923,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,3,Upland Shrub,102,153,205,0.4,0.6,0.803922
,2924,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,4,Upland Woodland,102,153,205,0.4,0.6,0.803922
,2925,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,5,Upland Forest,102,153,205,0.4,0.6,0.803922
,2926,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,6,Wetland Shrub-Herb,102,153,205,0.4,0.6,0.803922
,2927,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,7,Wetland Forest,102,153,205,0.4,0.6,0.803922
,2928,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,8,Wetland Shrub,102,153,205,0.4,0.6,0.803922
,2929,19,Northern Rocky Mountains,1162,Western Great Plains Floodplain Systems,9,Wetland Herb,102,153,205,0.4,0.6,0.803922
,2930,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,0,Undetermined,214,112,0,0.839216,0.439216,0
,2931,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,1,Sparsely Vegetated,214,112,0,0.839216,0.439216,0
,2932,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,2,Upland Herb,214,112,0,0.839216,0.439216,0
,2933,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,3,Upland Shrub,214,112,0,0.839216,0.439216,0
,2934,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,4,Upland Woodland,214,112,0,0.839216,0.439216,0
,2935,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,5,Upland Forest,214,112,0,0.839216,0.439216,0
,2936,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,6,Wetland Shrub-Herb,214,112,0,0.839216,0.439216,0
,2937,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,7,Wetland Forest,214,112,0,0.839216,0.439216,0
,2938,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,8,Wetland Shrub,214,112,0,0.839216,0.439216,0
,2939,19,Northern Rocky Mountains,1166,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,9,Wetland Herb,214,112,0,0.839216,0.439216,0
,2940,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,0,Undetermined,85,255,0,0.333333,1,0
,2941,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,1,Sparsely Vegetated,85,255,0,0.333333,1,0
,2942,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,2,Upland Herb,85,255,0,0.333333,1,0
,2943,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,3,Upland Shrub,85,255,0,0.333333,1,0
,2944,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,4,Upland Woodland,85,255,0,0.333333,1,0
,2945,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,5,Upland Forest,85,255,0,0.333333,1,0
,2946,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,6,Wetland Shrub-Herb,85,255,0,0.333333,1,0
,2947,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,7,Wetland Forest,85,255,0,0.333333,1,0
,2948,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,8,Wetland Shrub,85,255,0,0.333333,1,0
,2949,19,Northern Rocky Mountains,1167,Rocky Mountain Poor-Site Lodgepole Pine Forest,9,Wetland Herb,85,255,0,0.333333,1,0
,2950,19,Northern Rocky Mountains,1385,Western Great Plains Wooded Draw and Ravine,0,Undetermined,168,168,0,0.658824,0.658824,0
,2951,19,Northern Rocky Mountains,1385,Western Great Plains Wooded Draw and Ravine,2,Upland Herb,168,168,0,0.658824,0.658824,0
,2952,19,Northern Rocky Mountains,1385,Western Great Plains Wooded Draw and Ravine,3,Upland Shrub,168,168,0,0.658824,0.658824,0
,2953,19,Northern Rocky Mountains,1385,Western Great Plains Wooded Draw and Ravine,4,Upland Woodland,168,168,0,0.658824,0.658824,0
,2954,19,Northern Rocky Mountains,1385,Western Great Plains Wooded Draw and Ravine,6,Wetland Shrub-Herb,168,168,0,0.658824,0.658824,0
,2955,19,Northern Rocky Mountains,1495,Western Great Plains Depressional Wetland Systems,2,Upland Herb,104,0,156,0.407843,0,0.611765
,2956,20,Missouri River Plateau,11,Open Water,0,Undetermined,0,92,230,0,0.360784,0.901961
,2957,20,Missouri River Plateau,11,Open Water,2,Upland Herb,0,92,230,0,0.360784,0.901961
,2958,20,Missouri River Plateau,11,Open Water,3,Upland Shrub,0,92,230,0,0.360784,0.901961
,2959,20,Missouri River Plateau,11,Open Water,4,Upland Woodland,0,92,230,0,0.360784,0.901961
,2960,20,Missouri River Plateau,11,Open Water,5,Upland Forest,0,92,230,0,0.360784,0.901961
,2961,20,Missouri River Plateau,11,Open Water,6,Wetland Shrub-Herb,0,92,230,0,0.360784,0.901961
,2962,20,Missouri River Plateau,11,Open Water,7,Wetland Forest,0,92,230,0,0.360784,0.901961
,2963,20,Missouri River Plateau,11,Open Water,8,Wetland Shrub,0,92,230,0,0.360784,0.901961
,2964,20,Missouri River Plateau,11,Open Water,9,Wetland Herb,0,92,230,0,0.360784,0.901961
,2965,20,Missouri River Plateau,12,Perrennial Ice/Snow,0,Undetermined,255,255,255,1,1,1
,2966,20,Missouri River Plateau,12,Perrennial Ice/Snow,2,Upland Herb,255,255,255,1,1,1
,2967,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,0,Undetermined,0,0,0,0,0,0
,2968,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,2,Upland Herb,0,0,0,0,0,0
,2969,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,3,Upland Shrub,0,0,0,0,0,0
,2970,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,4,Upland Woodland,0,0,0,0,0,0
,2971,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,5,Upland Forest,0,0,0,0,0,0
,2972,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,6,Wetland Shrub-Herb,0,0,0,0,0,0
,2973,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,7,Wetland Forest,0,0,0,0,0,0
,2974,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,8,Wetland Shrub,0,0,0,0,0,0
,2975,20,Missouri River Plateau,31,Barren-Rock/Sand/Clay,9,Wetland Herb,0,0,0,0,0,0
,2976,20,Missouri River Plateau,1007,Western Great Plains Sparsely Vegetated Systems,1,Sparsely Vegetated,255,235,190,1,0.921569,0.745098
,2977,20,Missouri River Plateau,1007,Western Great Plains Sparsely Vegetated Systems,2,Upland Herb,255,235,190,1,0.921569,0.745098
,2978,20,Missouri River Plateau,1007,Western Great Plains Sparsely Vegetated Systems,3,Upland Shrub,255,235,190,1,0.921569,0.745098
,2979,20,Missouri River Plateau,1007,Western Great Plains Sparsely Vegetated Systems,6,Wetland Shrub-Herb,255,235,190,1,0.921569,0.745098
,2980,20,Missouri River Plateau,1007,Western Great Plains Sparsely Vegetated Systems,9,Wetland Herb,255,235,190,1,0.921569,0.745098
,2981,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,0,Undetermined,255,255,115,1,1,0.45098
,2982,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,1,Sparsely Vegetated,255,255,115,1,1,0.45098
,2983,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,2,Upland Herb,255,255,115,1,1,0.45098
,2984,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,3,Upland Shrub,255,255,115,1,1,0.45098
,2985,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,4,Upland Woodland,255,255,115,1,1,0.45098
,2986,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,5,Upland Forest,255,255,115,1,1,0.45098
,2987,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,7,Wetland Forest,255,255,115,1,1,0.45098
,2988,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,8,Wetland Shrub,255,255,115,1,1,0.45098
,2989,20,Missouri River Plateau,1011,Rocky Mountain Aspen Forest and Woodland,9,Wetland Herb,255,255,115,1,1,0.45098
,2990,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,0,Undetermined,200,209,255,0.784314,0.819608,1
,2991,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,1,Sparsely Vegetated,200,209,255,0.784314,0.819608,1
,2992,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,2,Upland Herb,200,209,255,0.784314,0.819608,1
,2993,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,3,Upland Shrub,200,209,255,0.784314,0.819608,1
,2994,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,4,Upland Woodland,200,209,255,0.784314,0.819608,1
,2995,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,5,Upland Forest,200,209,255,0.784314,0.819608,1
,2996,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,6,Wetland Shrub-Herb,200,209,255,0.784314,0.819608,1
,2997,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,7,Wetland Forest,200,209,255,0.784314,0.819608,1
,2998,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,8,Wetland Shrub,200,209,255,0.784314,0.819608,1
,2999,20,Missouri River Plateau,1045,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,9,Wetland Herb,200,209,255,0.784314,0.819608,1
,3000,20,Missouri River Plateau,1046,Northern Rocky Mountain Subalpine Woodland and Parkland,1,Sparsely Vegetated,255,170,0,1,0.666667,0
,3001,20,Missouri River Plateau,1046,Northern Rocky Mountain Subalpine Woodland and Parkland,6,Wetland Shrub-Herb,255,170,0,1,0.666667,0
,3002,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,0,Undetermined,102,205,171,0.4,0.803922,0.670588
,3003,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,1,Sparsely Vegetated,102,205,171,0.4,0.803922,0.670588
,3004,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,3,Upland Shrub,102,205,171,0.4,0.803922,0.670588
,3005,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,4,Upland Woodland,102,205,171,0.4,0.803922,0.670588
,3006,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,5,Upland Forest,102,205,171,0.4,0.803922,0.670588
,3007,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,7,Wetland Forest,102,205,171,0.4,0.803922,0.670588
,3008,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,8,Wetland Shrub,102,205,171,0.4,0.803922,0.670588
,3009,20,Missouri River Plateau,1049,Rocky Mountain Foothill Limber Pine-Juniper Woodland,9,Wetland Herb,102,205,171,0.4,0.803922,0.670588
,3010,20,Missouri River Plateau,1053,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,0,Undetermined,168,85,0,0.658824,0.333333,0
,3011,20,Missouri River Plateau,1053,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,2,Upland Herb,168,85,0,0.658824,0.333333,0
,3012,20,Missouri River Plateau,1053,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,3,Upland Shrub,168,85,0,0.658824,0.333333,0
,3013,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,0,Undetermined,168,56,0,0.658824,0.219608,0
,3014,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,1,Sparsely Vegetated,168,56,0,0.658824,0.219608,0
,3015,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,2,Upland Herb,168,56,0,0.658824,0.219608,0
,3016,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,3,Upland Shrub,168,56,0,0.658824,0.219608,0
,3017,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,4,Upland Woodland,168,56,0,0.658824,0.219608,0
,3018,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,5,Upland Forest,168,56,0,0.658824,0.219608,0
,3019,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,6,Wetland Shrub-Herb,168,56,0,0.658824,0.219608,0
,3020,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,7,Wetland Forest,168,56,0,0.658824,0.219608,0
,3021,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,8,Wetland Shrub,168,56,0,0.658824,0.219608,0
,3022,20,Missouri River Plateau,1054,Southern Rocky Mountain Ponderosa Pine Woodland,9,Wetland Herb,168,56,0,0.658824,0.219608,0
,3023,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,0,Undetermined,211,255,190,0.827451,1,0.745098
,3024,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,1,Sparsely Vegetated,211,255,190,0.827451,1,0.745098
,3025,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,2,Upland Herb,211,255,190,0.827451,1,0.745098
,3026,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,3,Upland Shrub,211,255,190,0.827451,1,0.745098
,3027,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,4,Upland Woodland,211,255,190,0.827451,1,0.745098
,3028,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,5,Upland Forest,211,255,190,0.827451,1,0.745098
,3029,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,6,Wetland Shrub-Herb,211,255,190,0.827451,1,0.745098
,3030,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,7,Wetland Forest,211,255,190,0.827451,1,0.745098
,3031,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,8,Wetland Shrub,211,255,190,0.827451,1,0.745098
,3032,20,Missouri River Plateau,1055,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,9,Wetland Herb,211,255,190,0.827451,1,0.745098
,3033,20,Missouri River Plateau,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,1,Sparsely Vegetated,56,168,0,0.219608,0.658824,0
,3034,20,Missouri River Plateau,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,2,Upland Herb,56,168,0,0.219608,0.658824,0
,3035,20,Missouri River Plateau,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,3,Upland Shrub,56,168,0,0.219608,0.658824,0
,3036,20,Missouri River Plateau,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,4,Upland Woodland,56,168,0,0.219608,0.658824,0
,3037,20,Missouri River Plateau,1056,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,5,Upland Forest,56,168,0,0.219608,0.658824,0
,3038,20,Missouri River Plateau,1061,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,4,Upland Woodland,230,230,0,0.901961,0.901961,0
